"","word","freq","first_Nmin1","last","first","first2","first3","second","third","fourth"
"1580","know about you but i",2,"know about you but","i","know","know about","know about you","about","you","but"
"1581","know if you are interested",2,"know if you are","interested","know","know if","know if you","if","you","are"
"1582","know if you need any",2,"know if you need","any","know","know if","know if you","if","you","need"
"1583","know what i do not",2,"know what i do","not","know","know what","know what i","what","i","do"
"1584","know what i would do",2,"know what i would","do","know","know what","know what i","what","i","would"
"1585","know what more to say",2,"know what more to","say","know","know what","know what more","what","more","to"
"1586","know where you are going",2,"know where you are","going","know","know where","know where you","where","you","are"
"1587","lack of a better word",2,"lack of a better","word","lack","lack of","lack of a","of","a","better"
"1588","last night for the first",2,"last night for the","first","last","last night","last night for","night","for","the"
"1589","last night it was a",2,"last night it was","a","last","last night","last night it","night","it","was"
"1590","lately i have been trying",2,"lately i have been","trying","lately","lately i","lately i have","i","have","been"
"1591","lead go instead where there",2,"lead go instead where","there","lead","lead go","lead go instead","go","instead","where"
"1592","learned a lot from her",2,"learned a lot from","her","learned","learned a","learned a lot","a","lot","from"
"1593","learned a new word today",2,"learned a new word","today","learned","learned a","learned a new","a","new","word"
"1594","let me know how it",2,"let me know how","it","let","let me","let me know","me","know","how"
"1595","let me know so i",2,"let me know so","i","let","let me","let me know","me","know","so"
"1596","let me know when you",2,"let me know when","you","let","let me","let me know","me","know","when"
"1597","let me know when your",2,"let me know when","your","let","let me","let me know","me","know","when"
"1598","let me tell you i",2,"let me tell you","i","let","let me","let me tell","me","tell","you"
"1599","let us hear it for",2,"let us hear it","for","let","let us","let us hear","us","hear","it"
"1600","let us just say that",2,"let us just say","that","let","let us","let us just","us","just","say"
"1601","let us make this happen",2,"let us make this","happen","let","let us","let us make","us","make","this"
"1602","level mp cost duration seconds",2,"level mp cost duration","seconds","level","level mp","level mp cost","mp","cost","duration"
"1603","life in the spirit of",2,"life in the spirit","of","life","life in","life in the","in","the","spirit"
"1604","life that i will never",2,"life that i will","never","life","life that","life that i","that","i","will"
"1605","light up my world like",2,"light up my world","like","light","light up","light up my","up","my","world"
"1606","like a good night for",2,"like a good night","for","like","like a","like a good","a","good","night"
"1607","like a lady think like",2,"like a lady think","like","like","like a","like a lady","a","lady","think"
"1608","like a lot of fun",2,"like a lot of","fun","like","like a","like a lot","a","lot","of"
"1609","like it would take a",2,"like it would take","a","like","like it","like it would","it","would","take"
"1610","like the back of my",2,"like the back of","my","like","like the","like the back","the","back","of"
"1611","like the sound of that",2,"like the sound of","that","like","like the","like the sound","the","sound","of"
"1612","like to refer to as",2,"like to refer to","as","like","like to","like to refer","to","refer","to"
"1613","living life to the fullest",2,"living life to the","fullest","living","living life","living life to","life","to","the"
"1614","lol let me find out",2,"lol let me find","out","lol","lol let","lol let me","let","me","find"
"1615","long as i can remember",2,"long as i can","remember","long","long as","long as i","as","i","can"
"1616","long as you are not",2,"long as you are","not","long","long as","long as you","as","you","are"
"1617","look forward to meeting you",2,"look forward to meeting","you","look","look forward","look forward to","forward","to","meeting"
"1618","look forward to working with",2,"look forward to working","with","look","look forward","look forward to","forward","to","working"
"1619","looked at me and said",2,"looked at me and","said","looked","looked at","looked at me","at","me","and"
"1620","looking for a way to",2,"looking for a way","to","looking","looking for","looking for a","for","a","way"
"1621","looking forward to having you",2,"looking forward to having","you","looking","looking forward","looking forward to","forward","to","having"
"1622","looking forward to seeing many",2,"looking forward to seeing","many","looking","looking forward","looking forward to","forward","to","seeing"
"1623","looking forward to the weekend",2,"looking forward to the","weekend","looking","looking forward","looking forward to","forward","to","the"
"1624","looking forward to your tweets",2,"looking forward to your","tweets","looking","looking forward","looking forward to","forward","to","your"
"1625","love as it is with",2,"love as it is","with","love","love as","love as it","as","it","is"
"1626","love each other more than",2,"love each other more","than","love","love each","love each other","each","other","more"
"1627","love it more and more",2,"love it more and","more","love","love it","love it more","it","more","and"
"1628","love nothing more than to",2,"love nothing more than","to","love","love nothing","love nothing more","nothing","more","than"
"1629","love this is one of",2,"love this is one","of","love","love this","love this is","this","is","one"
"1630","love to have you as",2,"love to have you","as","love","love to","love to have","to","have","you"
"1631","love to hear from you",2,"love to hear from","you","love","love to","love to hear","to","hear","from"
"1632","love you more than i",2,"love you more than","i","love","love you","love you more","you","more","than"
"1633","lower the heat and simmer",2,"lower the heat and","simmer","lower","lower the","lower the heat","the","heat","and"
"1634","made me feel like i",2,"made me feel like","i","made","made me","made me feel","me","feel","like"
"1635","make a long story short",2,"make a long story","short","make","make a","make a long","a","long","story"
"1636","make a note of the",2,"make a note of","the","make","make a","make a note","a","note","of"
"1637","make sure you check out",2,"make sure you check","out","make","make sure","make sure you","sure","you","check"
"1638","makes about as much sense",2,"makes about as much","sense","makes","makes about","makes about as","about","as","much"
"1639","makes me feel like i",2,"makes me feel like","i","makes","makes me","makes me feel","me","feel","like"
"1640","makes me want to watch",2,"makes me want to","watch","makes","makes me","makes me want","me","want","to"
"1641","making it one of the",2,"making it one of","the","making","making it","making it one","it","one","of"
"1642","man he used to be",2,"man he used to","be","man","man he","man he used","he","used","to"
"1643","matter what i will always",2,"matter what i will","always","matter","matter what","matter what i","what","i","will"
"1644","may have been the first",2,"may have been the","first","may","may have","may have been","have","been","the"
