"","word","freq","first_Nmin1","last"
"6237","hard and",10,"hard","and"
"6238","has also",10,"has","also"
"6239","has gone",10,"has","gone"
"6240","has it",10,"has","it"
"6241","has never",10,"has","never"
"6242","has taken",10,"has","taken"
"6243","have at",10,"have","at"
"6244","have given",10,"have","given"
"6245","have written",10,"have","written"
"6246","he didnt",10,"he","didnt"
"6247","he gave",10,"he","gave"
"6248","he looks",10,"he","looks"
"6249","he needs",10,"he","needs"
"6250","he told",10,"he","told"
"6251","he used",10,"he","used"
"6252","hear your",10,"hear","your"
"6253","heart is",10,"heart","is"
"6254","help the",10,"help","the"
"6255","her at",10,"her","at"
"6256","her father",10,"her","father"
"6257","her friends",10,"her","friends"
"6258","her head",10,"her","head"
"6259","her husband",10,"her","husband"
"6260","her mother",10,"her","mother"
"6261","her parents",10,"her","parents"
"6262","here as",10,"here","as"
"6263","here it",10,"here","it"
"6264","here so",10,"here","so"
"6265","heres what",10,"heres","what"
"6266","highly recommend",10,"highly","recommend"
"6267","him as",10,"him","as"
"6268","him but",10,"him","but"
"6269","him with",10,"him","with"
"6270","his death",10,"his","death"
"6271","his job",10,"his","job"
"6272","his mind",10,"his","mind"
"6273","his work",10,"his","work"
"6274","history and",10,"history","and"
"6275","hitting the",10,"hitting","the"
"6276","hope he",10,"hope","he"
"6277","hope so",10,"hope","so"
"6278","i ate",10,"i","ate"
"6279","i buy",10,"i","buy"
"6280","i call",10,"i","call"
"6281","i come",10,"i","come"
"6282","i definitely",10,"i","definitely"
"6283","i discovered",10,"i","discovered"
"6284","i doubt",10,"i","doubt"
"6285","i grew",10,"i","grew"
"6286","i kno",10,"i","kno"
"6287","i leave",10,"i","leave"
"6288","i let",10,"i","let"
"6289","i mention",10,"i","mention"
"6290","i probably",10,"i","probably"
"6291","i shared",10,"i","shared"
"6292","i tend",10,"i","tend"
"6293","i totally",10,"i","totally"
"6294","i wake",10,"i","wake"
"6295","i wouldnt",10,"i","wouldnt"
"6296","ideas for",10,"ideas","for"
"6297","im sorry",10,"im","sorry"
"6298","in america",10,"in","america"
"6299","in another",10,"in","another"
"6300","in but",10,"in","but"
"6301","in christ",10,"in","christ"
"6302","in cleveland",10,"in","cleveland"
"6303","in dallas",10,"in","dallas"
"6304","in denver",10,"in","denver"
"6305","in different",10,"in","different"
"6306","in good",10,"in","good"
"6307","in heaven",10,"in","heaven"
"6308","in honor",10,"in","honor"
"6309","in milwaukee",10,"in","milwaukee"
"6310","in november",10,"in","november"
"6311","in short",10,"in","short"
"6312","in th",10,"in","th"
"6313","in washington",10,"in","washington"
"6314","interesting and",10,"interesting","and"
"6315","invited to",10,"invited","to"
"6316","is becoming",10,"is","becoming"
"6317","is broken",10,"is","broken"
"6318","is different",10,"is","different"
"6319","is down",10,"is","down"
"6320","is due",10,"is","due"
"6321","is enough",10,"is","enough"
"6322","is impossible",10,"is","impossible"
"6323","is love",10,"is","love"
"6324","is perfect",10,"is","perfect"
"6325","is possible",10,"is","possible"
"6326","is used",10,"is","used"
"6327","it always",10,"it","always"
"6328","it do",10,"it","do"
"6329","it even",10,"it","even"
"6330","it every",10,"it","every"
"6331","it felt",10,"it","felt"
"6332","it isnt",10,"it","isnt"
"6333","it possible",10,"it","possible"
"6334","it sucks",10,"it","sucks"
"6335","it worked",10,"it","worked"
"6336","its an",10,"its","an"
"6337","its in",10,"its","in"
"6338","jobs and",10,"jobs","and"
"6339","just get",10,"just","get"
"6340","just go",10,"just","go"
"6341","just plain",10,"just","plain"
"6342","just woke",10,"just","woke"
"6343","justin bieber",10,"justin","bieber"
"6344","kids and",10,"kids","and"
"6345","know a",10,"know","a"
"6346","know me",10,"know","me"
"6347","known to",10,"known","to"
"6348","last two",10,"last","two"
"6349","late to",10,"late","to"
"6350","launch of",10,"launch","of"
"6351","law enforcement",10,"law","enforcement"
"6352","leading the",10,"leading","the"
"6353","learn about",10,"learn","about"
"6354","learn from",10,"learn","from"
"6355","learn that",10,"learn","that"
"6356","least one",10,"least","one"
"6357","lets go",10,"lets","go"
"6358","life but",10,"life","but"
"6359","like being",10,"like","being"
"6360","like her",10,"like","her"
"6361","like in",10,"like","in"
"6362","like them",10,"like","them"
"6363","links to",10,"links","to"
"6364","live your",10,"live","your"
"6365","love but",10,"love","but"
"6366","made from",10,"made","from"
"6367","made in",10,"made","in"
"6368","made sure",10,"made","sure"
"6369","man is",10,"man","is"
"6370","man that",10,"man","that"
"6371","may or",10,"may","or"
"6372","maybe not",10,"maybe","not"
"6373","me down",10,"me","down"
"6374","me lol",10,"me","lol"
"6375","me no",10,"me","no"
"6376","me or",10,"me","or"
"6377","meet up",10,"meet","up"
"6378","meeting you",10,"meeting","you"
"6379","memories of",10,"memories","of"
"6380","mention the",10,"mention","the"
"6381","middle school",10,"middle","school"
"6382","million in",10,"million","in"
"6383","mind is",10,"mind","is"
"6384","mix of",10,"mix","of"
"6385","money for",10,"money","for"
"6386","money is",10,"money","is"
"6387","money on",10,"money","on"
"6388","month i",10,"month","i"
"6389","more fun",10,"more","fun"
"6390","most beautiful",10,"most","beautiful"
"6391","moving to",10,"moving","to"
"6392","much and",10,"much","and"
"6393","much appreciated",10,"much","appreciated"
"6394","much like",10,"much","like"
"6395","my boss",10,"my","boss"
"6396","my gosh",10,"my","gosh"
"6397","my legs",10,"my","legs"
"6398","my next",10,"my","next"
"6399","my office",10,"my","office"
"6400","my thoughts",10,"my","thoughts"
"6401","myself and",10,"myself","and"
"6402","need help",10,"need","help"
"6403","need you",10,"need","you"
"6404","never forget",10,"never","forget"
"6405","never got",10,"never","got"
"6406","new job",10,"new","job"
"6407","news for",10,"news","for"
"6408","news of",10,"news","of"
"6409","next few",10,"next","few"
"6410","night to",10,"night","to"
"6411","no you",10,"no","you"
"6412","not drink",10,"not","drink"
"6413","not something",10,"not","something"
"6414","not there",10,"not","there"
"6415","not working",10,"not","working"
"6416","note that",10,"note","that"
"6417","now my",10,"now","my"
"6418","now they",10,"now","they"
"6419","obama is",10,"obama","is"
"6420","of april",10,"of","april"
"6421","of christ",10,"of","christ"
"6422","of for",10,"of","for"
"6423","of getting",10,"of","getting"
"6424","of human",10,"of","human"
"6425","of in",10,"of","in"
"6426","of like",10,"of","like"
"6427","of many",10,"of","many"
"6428","of mind",10,"of","mind"
"6429","of three",10,"of","three"
"6430","of weeks",10,"of","weeks"
"6431","often i",10,"often","i"
"6432","oh the",10,"oh","the"
"6433","ok so",10,"ok","so"
"6434","on at",10,"on","at"
"6435","on him",10,"on","him"
"6436","on out",10,"on","out"
"6437","on these",10,"on","these"
"6438","once we",10,"once","we"
"6439","one way",10,"one","way"
"6440","one you",10,"one","you"
"6441","ones i",10,"ones","i"
"6442","only about",10,"only","about"
"6443","only is",10,"only","is"
"6444","only on",10,"only","on"
"6445","or how",10,"or","how"
"6446","or may",10,"or","may"
"6447","or they",10,"or","they"
"6448","or your",10,"or","your"
"6449","others to",10,"others","to"
"6450","our children",10,"our","children"
"6451","our hearts",10,"our","hearts"
"6452","our kids",10,"our","kids"
"6453","our life",10,"our","life"
"6454","our team",10,"our","team"
"6455","out as",10,"out","as"
"6456","out but",10,"out","but"
"6457","out it",10,"out","it"
"6458","out more",10,"out","more"
"6459","over there",10,"over","there"
"6460","over years",10,"over","years"
"6461","page of",10,"page","of"
"6462","part in",10,"part","in"
"6463","part is",10,"part","is"
"6464","party and",10,"party","and"
"6465","party with",10,"party","with"
"6466","past weekend",10,"past","weekend"
"6467","peace and",10,"peace","and"
"6468","people can",10,"people","can"
"6469","person and",10,"person","and"
"6470","place at",10,"place","at"
"6471","play at",10,"play","at"
"6472","played with",10,"played","with"
"6473","playing in",10,"playing","in"
"6474","point the",10,"point","the"
"6475","post about",10,"post","about"
"6476","post i",10,"post","i"
"6477","press release",10,"press","release"
"6478","project i",10,"project","i"
"6479","provide the",10,"provide","the"
"6480","pull out",10,"pull","out"
"6481","put her",10,"put","her"
"6482","put into",10,"put","into"
"6483","quickly as",10,"quickly","as"
"6484","rather be",10,"rather","be"
"6485","reach the",10,"reach","the"
"6486","read this",10,"read","this"
"6487","real estate",10,"real","estate"
"6488","really does",10,"really","does"
"6489","really have",10,"really","have"
"6490","really i",10,"really","i"
"6491","really just",10,"really","just"
"6492","really well",10,"really","well"
"6493","receive a",10,"receive","a"
"6494","remember to",10,"remember","to"
"6495","remind me",10,"remind","me"
"6496","returning to",10,"returning","to"
"6497","room for",10,"room","for"
"6498","rt you",10,"rt","you"
"6499","run for",10,"run","for"
"6500","said and",10,"said","and"
"6501","said if",10,"said","if"
"6502","same to",10,"same","to"
"6503","say hi",10,"say","hi"
"6504","say is",10,"say","is"
"6505","scene in",10,"scene","in"
"6506","school is",10,"school","is"
"6507","search for",10,"search","for"
"6508","search of",10,"search","of"
"6509","see and",10,"see","and"
"6510","set it",10,"set","it"
"6511","set to",10,"set","to"
"6512","shadow of",10,"shadow","of"
"6513","share my",10,"share","my"
"6514","she didnt",10,"she","didnt"
"6515","she told",10,"she","told"
"6516","should try",10,"should","try"
"6517","show a",10,"show","a"
"6518","show me",10,"show","me"
"6519","show that",10,"show","that"
"6520","situation and",10,"situation","and"
"6521","six months",10,"six","months"
"6522","sleep in",10,"sleep","in"
"6523","smell of",10,"smell","of"
"6524","smile and",10,"smile","and"
"6525","so beautiful",10,"so","beautiful"
"6526","so easy",10,"so","easy"
"6527","so here",10,"so","here"
"6528","so sad",10,"so","sad"
"6529","so why",10,"so","why"
"6530","someone in",10,"someone","in"
"6531","something for",10,"something","for"
"6532","something is",10,"something","is"
"6533","spend more",10,"spend","more"
"6534","spent a",10,"spent","a"
"6535","spent the",10,"spent","the"
"6536","stand in",10,"stand","in"
"6537","still not",10,"still","not"
"6538","still on",10,"still","on"
"6539","stop the",10,"stop","the"
"6540","struggle with",10,"struggle","with"
"6541","sugar and",10,"sugar","and"
"6542","summer i",10,"summer","i"
"6543","take out",10,"take","out"
"6544","taking place",10,"taking","place"
"6545","taught me",10,"taught","me"
"6546","tempted to",10,"tempted","to"
"6547","than ever",10,"than","ever"
"6548","thanks and",10,"thanks","and"
"6549","thanks man",10,"thanks","man"
"6550","that everyone",10,"that","everyone"
"6551","that happen",10,"that","happen"
"6552","that ive",10,"that","ive"
"6553","that kind",10,"that","kind"
"6554","that made",10,"that","made"
"6555","that person",10,"that","person"
"6556","that point",10,"that","point"
"6557","thats a",10,"thats","a"
"6558","thats not",10,"thats","not"
"6559","the ancient",10,"the","ancient"
"6560","the bay",10,"the","bay"
"6561","the bird",10,"the","bird"
"6562","the call",10,"the","call"
"6563","the cat",10,"the","cat"
"6564","the cost",10,"the","cost"
"6565","the customer",10,"the","customer"
"6566","the daily",10,"the","daily"
"6567","the desert",10,"the","desert"
"6568","the devil",10,"the","devil"
"6569","the fall",10,"the","fall"
"6570","the fans",10,"the","fans"
"6571","the freedom",10,"the","freedom"
"6572","the games",10,"the","games"
"6573","the general",10,"the","general"
"6574","the global",10,"the","global"
"6575","the green",10,"the","green"
"6576","the holidays",10,"the","holidays"
"6577","the horizon",10,"the","horizon"
"6578","the hot",10,"the","hot"
"6579","the interview",10,"the","interview"
"6580","the level",10,"the","level"
"6581","the living",10,"the","living"
"6582","the lucky",10,"the","lucky"
"6583","the meantime",10,"the","meantime"
"6584","the meat",10,"the","meat"
"6585","the move",10,"the","move"
"6586","the parking",10,"the","parking"
"6587","the playoffs",10,"the","playoffs"
"6588","the presence",10,"the","presence"
"6589","the release",10,"the","release"
"6590","the retweet",10,"the","retweet"
"6591","the schools",10,"the","schools"
"6592","the search",10,"the","search"
"6593","the set",10,"the","set"
"6594","the songs",10,"the","songs"
"6595","the sound",10,"the","sound"
"6596","the surface",10,"the","surface"
"6597","the taste",10,"the","taste"
"6598","the true",10,"the","true"
"6599","the upper",10,"the","upper"
"6600","the wedding",10,"the","wedding"
"6601","the woods",10,"the","woods"
"6602","the works",10,"the","works"
"6603","their first",10,"their","first"
"6604","them if",10,"them","if"
"6605","them is",10,"them","is"
"6606","then add",10,"then","add"
