"","word","freq","first_Nmin1","last","first","second"
"5802","the new one",5,"the new","one","the","new"
"5803","the next big",5,"the next","big","the","next"
"5804","the one on",5,"the one","on","the","one"
"5805","the only reason",5,"the only","reason","the","only"
"5806","the other is",5,"the other","is","the","other"
"5807","the outside of",5,"the outside","of","the","outside"
"5808","the people in",5,"the people","in","the","people"
"5809","the pleasure of",5,"the pleasure","of","the","pleasure"
"5810","the possibility of",5,"the possibility","of","the","possibility"
"5811","the president of",5,"the president","of","the","president"
"5812","the prospect of",5,"the prospect","of","the","prospect"
"5813","the pursuit of",5,"the pursuit","of","the","pursuit"
"5814","the reason why",5,"the reason","why","the","reason"
"5815","the red sox",5,"the red","sox","the","red"
"5816","the release of",5,"the release","of","the","release"
"5817","the responsibility of",5,"the responsibility","of","the","responsibility"
"5818","the right side",5,"the right","side","the","right"
"5819","the right thing",5,"the right","thing","the","right"
"5820","the school year",5,"the school","year","the","school"
"5821","the set of",5,"the set","of","the","set"
"5822","the shadow of",5,"the shadow","of","the","shadow"
"5823","the show i",5,"the show","i","the","show"
"5824","the thing is",5,"the thing","is","the","thing"
"5825","the time when",5,"the time","when","the","time"
"5826","the truth is",5,"the truth","is","the","truth"
"5827","the urge to",5,"the urge","to","the","urge"
"5828","the very first",5,"the very","first","the","very"
"5829","the way in",5,"the way","in","the","way"
"5830","the way your",5,"the way","your","the","way"
"5831","the weather is",5,"the weather","is","the","weather"
"5832","the word about",5,"the word","about","the","word"
"5833","the world are",5,"the world","are","the","world"
"5834","the world in",5,"the world","in","the","world"
"5835","the world the",5,"the world","the","the","world"
"5836","the world what",5,"the world","what","the","world"
"5837","the year is",5,"the year","is","the","year"
"5838","the year of",5,"the year","of","the","year"
"5839","their way to",5,"their way","to","their","way"
"5840","them and i",5,"them and","i","them","and"
"5841","them i am",5,"them i","am","them","i"
"5842","them it is",5,"them it","is","them","it"
"5843","them they are",5,"them they","are","them","they"
"5844","them to be",5,"them to","be","them","to"
"5845","them up and",5,"them up","and","them","up"
"5846","then i am",5,"then i","am","then","i"
"5847","then i will",5,"then i","will","then","i"
"5848","then i would",5,"then i","would","then","i"
"5849","then you will",5,"then you","will","then","you"
"5850","there are still",5,"there are","still","there","are"
"5851","there for you",5,"there for","you","there","for"
"5852","there have been",5,"there have","been","there","have"
"5853","there i was",5,"there i","was","there","i"
"5854","there is just",5,"there is","just","there","is"
"5855","there is not",5,"there is","not","there","is"
"5856","there is one",5,"there is","one","there","is"
"5857","there is some",5,"there is","some","there","is"
"5858","there is this",5,"there is","this","there","is"
"5859","there seems to",5,"there seems","to","there","seems"
"5860","there was an",5,"there was","an","there","was"
"5861","there was nothing",5,"there was","nothing","there","was"
"5862","there was that",5,"there was","that","there","was"
"5863","there were so",5,"there were","so","there","were"
"5864","there were two",5,"there were","two","there","were"
"5865","there with the",5,"there with","the","there","with"
"5866","these are not",5,"these are","not","these","are"
"5867","they are my",5,"they are","my","they","are"
"5868","they are the",5,"they are","the","they","are"
"5869","they do it",5,"they do","it","they","do"
"5870","they look like",5,"they look","like","they","look"
"5871","they should be",5,"they should","be","they","should"
"5872","they used to",5,"they used","to","they","used"
"5873","they wanted to",5,"they wanted","to","they","wanted"
"5874","they were the",5,"they were","the","they","were"
"5875","thing and i",5,"thing and","i","thing","and"
"5876","thing i am",5,"thing i","am","thing","i"
"5877","thing in the",5,"thing in","the","thing","in"
"5878","thing that i",5,"thing that","i","thing","that"
"5879","thing to do",5,"thing to","do","thing","to"
"5880","things are going",5,"things are","going","things","are"
"5881","think about what",5,"think about","what","think","about"
"5882","think i like",5,"think i","like","think","i"
"5883","think of a",5,"think of","a","think","of"
"5884","think of it",5,"think of","it","think","of"
"5885","think of your",5,"think of","your","think","of"
"5886","think they will",5,"think they","will","think","they"
"5887","thinking that i",5,"thinking that","i","thinking","that"
"5888","this day in",5,"this day","in","this","day"
"5889","this day is",5,"this day","is","this","day"
"5890","this guy is",5,"this guy","is","this","guy"
"5891","this is all",5,"this is","all","this","is"
"5892","this is exactly",5,"this is","exactly","this","is"
"5893","this is our",5,"this is","our","this","is"
"5894","this is your",5,"this is","your","this","is"
"5895","this month i",5,"this month","i","this","month"
"5896","this morning and",5,"this morning","and","this","morning"
"5897","this week is",5,"this week","is","this","week"
"5898","this week the",5,"this week","the","this","week"
"5899","this week to",5,"this week","to","this","week"
"5900","this week we",5,"this week","we","this","week"
"5901","this weekend i",5,"this weekend","i","this","weekend"
"5902","those are my",5,"those are","my","those","are"
"5903","those are the",5,"those are","the","those","are"
"5904","those interested in",5,"those interested","in","those","interested"
"5905","those that are",5,"those that","are","those","that"
"5906","though they are",5,"though they","are","though","they"
"5907","thought about it",5,"thought about","it","thought","about"
"5908","thought i had",5,"thought i","had","thought","i"
"5909","through the book",5,"through the","book","through","the"
"5910","time at the",5,"time at","the","time","at"
"5911","time i see",5,"time i","see","time","i"
"5912","time i was",5,"time i","was","time","i"
"5913","time i will",5,"time i","will","time","i"
"5914","time it is",5,"time it","is","time","it"
"5915","time to do",5,"time to","do","time","to"
"5916","time we are",5,"time we","are","time","we"
"5917","time we have",5,"time we","have","time","we"
"5918","time we will",5,"time we","will","time","we"
"5919","time when the",5,"time when","the","time","when"
"5920","times a day",5,"times a","day","times","a"
"5921","to a good",5,"to a","good","to","a"
"5922","to admit that",5,"to admit","that","to","admit"
"5923","to allow the",5,"to allow","the","to","allow"
"5924","to ask the",5,"to ask","the","to","ask"
"5925","to attend the",5,"to attend","the","to","attend"
"5926","to avoid the",5,"to avoid","the","to","avoid"
"5927","to be and",5,"to be","and","to","be"
"5928","to be around",5,"to be","around","to","be"
"5929","to be cut",5,"to be","cut","to","be"
"5930","to be held",5,"to be","held","to","be"
"5931","to be taken",5,"to be","taken","to","be"
"5932","to be thankful",5,"to be","thankful","to","be"
"5933","to bring you",5,"to bring","you","to","bring"
"5934","to build a",5,"to build","a","to","build"
"5935","to celebrate the",5,"to celebrate","the","to","celebrate"
"5936","to clean up",5,"to clean","up","to","clean"
"5937","to come and",5,"to come","and","to","come"
"5938","to do all",5,"to do","all","to","do"
"5939","to do but",5,"to do","but","to","do"
"5940","to do list",5,"to do","list","to","do"
"5941","to do today",5,"to do","today","to","do"
"5942","to do when",5,"to do","when","to","do"
"5943","to fall asleep",5,"to fall","asleep","to","fall"
"5944","to feel like",5,"to feel","like","to","feel"
"5945","to find some",5,"to find","some","to","find"
"5946","to find that",5,"to find","that","to","find"
"5947","to get an",5,"to get","an","to","get"
"5948","to get me",5,"to get","me","to","get"
"5949","to get this",5,"to get","this","to","get"
"5950","to go get",5,"to go","get","to","go"
"5951","to go i",5,"to go","i","to","go"
"5952","to go in",5,"to go","in","to","go"
"5953","to go see",5,"to go","see","to","go"
"5954","to have more",5,"to have","more","to","have"
"5955","to have their",5,"to have","their","to","have"
"5956","to hear that",5,"to hear","that","to","hear"
"5957","to help him",5,"to help","him","to","help"
"5958","to help the",5,"to help","the","to","help"
"5959","to i am",5,"to i","am","to","i"
"5960","to it and",5,"to it","and","to","it"
"5961","to just be",5,"to just","be","to","just"
"5962","to know i",5,"to know","i","to","know"
"5963","to know why",5,"to know","why","to","know"
"5964","to learn how",5,"to learn","how","to","learn"
"5965","to leave my",5,"to leave","my","to","leave"
"5966","to let go",5,"to let","go","to","let"
"5967","to let you",5,"to let","you","to","let"
"5968","to life and",5,"to life","and","to","life"
"5969","to look back",5,"to look","back","to","look"
"5970","to make sense",5,"to make","sense","to","make"
"5971","to make them",5,"to make","them","to","make"
"5972","to me this",5,"to me","this","to","me"
"5973","to me to",5,"to me","to","to","me"
"5974","to mention the",5,"to mention","the","to","mention"
"5975","to miss out",5,"to miss","out","to","miss"
"5976","to my beautiful",5,"to my","beautiful","to","my"
"5977","to my friend",5,"to my","friend","to","my"
"5978","to my friends",5,"to my","friends","to","my"
"5979","to one another",5,"to one","another","to","one"
"5980","to play with",5,"to play","with","to","play"
"5981","to put up",5,"to put","up","to","put"
"5982","to read your",5,"to read","your","to","read"
"5983","to remember that",5,"to remember","that","to","remember"
"5984","to remember the",5,"to remember","the","to","remember"
"5985","to respond to",5,"to respond","to","to","respond"
"5986","to run a",5,"to run","a","to","run"
"5987","to see and",5,"to see","and","to","see"
"5988","to see in",5,"to see","in","to","see"
"5989","to see so",5,"to see","so","to","see"
"5990","to see this",5,"to see","this","to","see"
"5991","to see your",5,"to see","your","to","see"
"5992","to show that",5,"to show","that","to","show"
"5993","to sign up",5,"to sign","up","to","sign"
"5994","to sleep in",5,"to sleep","in","to","sleep"
"5995","to start the",5,"to start","the","to","start"
"5996","to step up",5,"to step","up","to","step"
"5997","to take care",5,"to take","care","to","take"
"5998","to tell her",5,"to tell","her","to","tell"
"5999","to tell him",5,"to tell","him","to","tell"
"6000","to thank the",5,"to thank","the","to","thank"
"6001","to the bathroom",5,"to the","bathroom","to","the"
"6002","to the beach",5,"to the","beach","to","the"
"6003","to the big",5,"to the","big","to","the"
"6004","to the book",5,"to the","book","to","the"
"6005","to the day",5,"to the","day","to","the"
"6006","to the fact",5,"to the","fact","to","the"
"6007","to the final",5,"to the","final","to","the"
